Core Project Number,Affilation,Authors ,	Country,	ISSN,Journal Issue,Journal (Link to PubMed abstract) ,Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central) ,PUB Year,Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Clinical Trials cited
U01CA200147,"Department of Mathematics, Shanghai Normal University, Shanghai, 200234, China. xqzheng@shnu.edu.cn.","Zheng, Xiaoqi; Zhong, Sheng","England",1474-760X,"1","Genome biology.","Genome Biol",18,eng,"183",5613474,28950915,2017 09 26;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5613474/' target='_blank'>From structure to function, how bioinformatics help to reveal functions of our genomes.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28950915&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28950915' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5613474&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28950915' target='_blank'>Cited By, Google</a>",
U01DA040601,"Department of Chemical and Biological Engineering, Princeton University, Princeton, NJ, USA.","Shin, Yongdae; Brangwynne, Clifford P","United States",1095-9203,"6357","Science (New York, N.Y.).","Science",357,eng,"",,28935776,2017 09 22;,"Liquid phase condensation in cell physiology and disease.",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28935776&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28935776' target='_blank'>Related, Google Scholar</a>",," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28935776' target='_blank'>Cited By, Google</a>",
U01DA040582,"Department of Biochemistry and Molecular Biophysics, Columbia University, New York, United States.","Monahan, Kevin; Schieren, Ira; Cheung, Jonah; Mumbey-Wafula, Alice; Monuki, Edwin S; Lomvardas, Stavros","England",2050-084X,"","eLife.","Elife",6,eng,"",5608512,28933695,2017 09 21;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5608512/' target='_blank'>Cooperative interactions enable singular olfactory receptor expression in mouse olfactory neurons.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28933695&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28933695' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5608512&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28933695' target='_blank'>Cited By, Google</a>",
U54DK107965,"Department of Biochemistry, ?Department of Chemical and Biomolecular Engineering, §Carl R. Woese Institute for Genomic Biology, ?Center for Biophysics and Quantitative Biology, ?Department of Chemistry, and #Department of Bioengineering, University of Illinois at Urbana-Champaign , Urbana, Illinois 61801, United States.","Tasan, Ipek; Zhao, Huimin","United States",2161-5063,"9","ACS synthetic biology.","ACS Synth Biol",6,eng,"1609-1613",,28911233,2017 09 15;,"Targeting Specificity of the CRISPR/Cas9 System.",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28911233&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28911233' target='_blank'>Related, Google Scholar</a>",," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28911233' target='_blank'>Cited By, Google</a>",
U01CA200147,"Program in Systems Biology, Department of Biochemistry and Molecular Pharmacology, University of Massachusetts Medical School, Howard Hughes Medical Institute, Worcester, Massachusetts 01605, USA.","Dekker, Job; Belmont, Andrew S; Guttman, Mitchell; Leshyk, Victor O; Lis, John T; Lomvardas, Stavros; Mirny, Leonid A; O'Shea, Clodagh C; Park, Peter J; Ren, Bing; Politz, Joan C Ritland; Shendure, Jay; Zhong, Sheng; 4D Nucleome Network","England",1476-4687,"7671","Nature.","Nature",549,eng,"219-226",5617335,28905911,2017 09 13;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5617335/' target='_blank'>The 4D nucleome project.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28905911&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28905911' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5617335&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28905911' target='_blank'>Cited By, Google</a>",
U01DA040582,"Program in Systems Biology, Department of Biochemistry and Molecular Pharmacology, University of Massachusetts Medical School, Howard Hughes Medical Institute, Worcester, Massachusetts 01605, USA.","Dekker, Job; Belmont, Andrew S; Guttman, Mitchell; Leshyk, Victor O; Lis, John T; Lomvardas, Stavros; Mirny, Leonid A; O'Shea, Clodagh C; Park, Peter J; Ren, Bing; Politz, Joan C Ritland; Shendure, Jay; Zhong, Sheng; 4D Nucleome Network","England",1476-4687,"7671","Nature.","Nature",549,eng,"219-226",5617335,28905911,2017 09 13;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5617335/' target='_blank'>The 4D nucleome project.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28905911&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28905911' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5617335&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28905911' target='_blank'>Cited By, Google</a>",
U01HL129958,"Program in Systems Biology, Department of Biochemistry and Molecular Pharmacology, University of Massachusetts Medical School, Howard Hughes Medical Institute, Worcester, Massachusetts 01605, USA.","Dekker, Job; Belmont, Andrew S; Guttman, Mitchell; Leshyk, Victor O; Lis, John T; Lomvardas, Stavros; Mirny, Leonid A; O'Shea, Clodagh C; Park, Peter J; Ren, Bing; Politz, Joan C Ritland; Shendure, Jay; Zhong, Sheng; 4D Nucleome Network","England",1476-4687,"7671","Nature.","Nature",549,eng,"219-226",5617335,28905911,2017 09 13;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5617335/' target='_blank'>The 4D nucleome project.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28905911&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28905911' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5617335&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28905911' target='_blank'>Cited By, Google</a>",
U54DK107965,"Program in Systems Biology, Department of Biochemistry and Molecular Pharmacology, University of Massachusetts Medical School, Howard Hughes Medical Institute, Worcester, Massachusetts 01605, USA.","Dekker, Job; Belmont, Andrew S; Guttman, Mitchell; Leshyk, Victor O; Lis, John T; Lomvardas, Stavros; Mirny, Leonid A; O'Shea, Clodagh C; Park, Peter J; Ren, Bing; Politz, Joan C Ritland; Shendure, Jay; Zhong, Sheng; 4D Nucleome Network","England",1476-4687,"7671","Nature.","Nature",549,eng,"219-226",5617335,28905911,2017 09 13;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5617335/' target='_blank'>The 4D nucleome project.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28905911&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28905911' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5617335&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28905911' target='_blank'>Cited By, Google</a>",
U54DK107980,"Program in Systems Biology, Department of Biochemistry and Molecular Pharmacology, University of Massachusetts Medical School, Howard Hughes Medical Institute, Worcester, Massachusetts 01605, USA.","Dekker, Job; Belmont, Andrew S; Guttman, Mitchell; Leshyk, Victor O; Lis, John T; Lomvardas, Stavros; Mirny, Leonid A; O'Shea, Clodagh C; Park, Peter J; Ren, Bing; Politz, Joan C Ritland; Shendure, Jay; Zhong, Sheng; 4D Nucleome Network","England",1476-4687,"7671","Nature.","Nature",549,eng,"219-226",5617335,28905911,2017 09 13;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5617335/' target='_blank'>The 4D nucleome project.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28905911&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28905911' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5617335&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28905911' target='_blank'>Cited By, Google</a>",
U01HL129998,"Department of Bioengineering, School of Engineering and Applied Sciences, University of Pennsylvania, Philadelphia, Pennsylvania, USA. daveissadore@gmail.com.","Ko, Jina; Bhagwat, Neha; Yee, Stephanie S; Black, Taylor; Redlinger, Colleen; Romeo, Janae; O'Hara, Mark; Raj, Arjun; Carpenter, Erica L; Stanger, Ben Z; Issadore, David","England",1473-0189,"18","Lab on a chip.","Lab Chip",17,eng,"3086-3096",5612367,28809985,2017 09 12;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5612367/' target='_blank'>A magnetic micropore chip for rapid (<1 hour) unbiased circulating tumor cell isolation and in situ RNA analysis.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28809985&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28809985' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5612367&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28809985' target='_blank'>Cited By, Google</a>",
U01CA200060,"Department of Developmental Biology, Washington University School of Medicine, St. Louis, MO 63110, USA; Program in Developmental, Regenerative, and Stem Cell Biology, Washington University School of Medicine, St. Louis, MO 63110, USA.","Abernathy, Daniel G; Kim, Woo Kyung; McCoy, Matthew J; Lake, Allison M; Ouwenga, Rebecca; Lee, Seong Won; Xing, Xiaoyun; Li, Daofeng; Lee, Hyung Joo; Heuckeroth, Robert O; Dougherty, Joseph D; Wang, Ting; Yoo, Andrew S","United States",1875-9777,"3","Cell stem cell.","Cell Stem Cell",21,eng,"332-348.e9",5679239,28886366,2017 09 07;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5679239/' target='_blank'>MicroRNAs Induce a Permissive Chromatin Environment that Enables Neuronal Subtype-Specific Reprogramming of Adult Human Fibroblasts.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28886366&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28886366' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5679239&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28886366' target='_blank'>Cited By, Google</a>",
U54DK107977,"Department of Computer Science, University of Pittsburgh, Pittsburgh, PA, 15213, USA.","Hui, Daniel; Fang, Zhou; Lin, Jerome; Duan, Qing; Li, Yun; Hu, Ming; Chen, Wei","England",1471-2156,"1","BMC genetics.","BMC Genet",18,eng,"83",5585928,28877673,2017 09 06;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5585928/' target='_blank'>LAIT: a local ancestry inference toolkit.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28877673&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28877673' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5585928&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28877673' target='_blank'>Cited By, Google</a>",
U01EB021236,"Department of Molecular and Cell Biology, University of California at Berkeley, Berkeley, California, 94720, USA.","Mir, Mustafa; Reimer, Armando; Haines, Jenna E; Li, Xiao-Yong; Stadler, Michael; Garcia, Hernan; Eisen, Michael B; Darzacq, Xavier","United States",1549-5477,"17","Genes & development.","Genes Dev",31,eng,"1784-1794",5666676,28982761,2017 09 01;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666676/' target='_blank'>Dense Bicoid hubs accentuate binding along the morphogen gradient.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28982761&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28982761' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5666676&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28982761' target='_blank'>Cited By, Google</a>",
U54DK107980,"Department of Molecular and Cell Biology, University of California at Berkeley, Berkeley, California, 94720, USA.","Mir, Mustafa; Reimer, Armando; Haines, Jenna E; Li, Xiao-Yong; Stadler, Michael; Garcia, Hernan; Eisen, Michael B; Darzacq, Xavier","United States",1549-5477,"17","Genes & development.","Genes Dev",31,eng,"1784-1794",5666676,28982761,2017 09 01;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666676/' target='_blank'>Dense Bicoid hubs accentuate binding along the morphogen gradient.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28982761&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28982761' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5666676&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28982761' target='_blank'>Cited By, Google</a>",
U54DK107979,"Department of Genome Sciences, University of Washington, Seattle, WA, USA.","Cao, Junyue; Packer, Jonathan S; Ramani, Vijay; Cusanovich, Darren A; Huynh, Chau; Daza, Riza; Qiu, Xiaojie; Lee, Choli; Furlan, Scott N; Steemers, Frank J; Adey, Andrew; Waterston, Robert H; Trapnell, Cole; Shendure, Jay","United States",1095-9203,"6352","Science (New York, N.Y.).","Science",357,eng,"661-667",5894354,28818938,2017 08 18;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5894354/' target='_blank'>Comprehensive single-cell transcriptional profiling of a multicellular organism.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28818938&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28818938' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5894354&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28818938' target='_blank'>Cited By, Google</a>",
U01HL130010,"Department of Structural Biology, Stanford University School of Medicine, Stanford, CA 94305; kornberg@stanford.edu eagen@northwestern.edu.","Eagen, Kyle P; Aiden, Erez Lieberman; Kornberg, Roger D","United States",1091-6490,"33","Proceedings of the National Academy of Sciences of the United States of America.","Proc Natl Acad Sci U S A",114,eng,"8764-8769",5565414,28765367,2017 08 15;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5565414/' target='_blank'>Polycomb-mediated chromatin loops revealed by a subkilobase-resolution chromatin interaction map.</a>",2017,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=28765367&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/28765367' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5565414&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/28765367' target='_blank'>Cited By, Google</a>",
